created_at,updated_at,datetime,zone_key,production,capacity,source
2024-06-04 17:45:09.970066 +00:00,2024-06-04 17:45:09.970066 +00:00,2024-06-04 16:00:00.000000 +00:00,FR,"(540,0,509,,8117,36714,484,6023,,3861,,185)",,entsoe.eu
2024-06-04 18:45:00.608420 +00:00,2024-06-04 18:45:00.608420 +00:00,2024-06-04 17:00:00.000000 +00:00,FR,"(544,0,511,,8960,38516,544,3251,,4388,,-1032)",,entsoe.eu
2024-06-04 19:45:02.448376 +00:00,2024-06-04 19:45:02.448376 +00:00,2024-06-04 18:00:00.000000 +00:00,FR,"(547,0,510,,8831,38282,543,1163,,4719,,-1586)",,entsoe.eu
2024-06-04 21:05:09.583889 +00:00,2024-06-04 21:05:09.583889 +00:00,2024-06-04 19:00:00.000000 +00:00,FR,"(545,0,504,,8956,38103,550,381,,4893,,-1438)",,entsoe.eu
2024-06-04 21:44:52.523935 +00:00,2024-06-04 21:44:52.523935 +00:00,2024-06-04 20:00:00.000000 +00:00,FR,"(546,0,503,,9373,38300,502,249,,4600,,-1736)",,entsoe.eu
2024-06-04 22:45:01.977335 +00:00,2024-06-04 22:45:01.977335 +00:00,2024-06-04 21:00:00.000000 +00:00,FR,"(543,0,471,,9376,38329,120,0,,4564,,-1403)",,entsoe.eu
2024-06-04 23:45:06.390322 +00:00,2024-06-04 23:45:06.390322 +00:00,2024-06-04 22:00:00.000000 +00:00,FR,"(543,0,474,,8541,37856,115,0,,4157,,-872)",,entsoe.eu
2024-06-05 00:45:03.252022 +00:00,2024-06-05 00:45:03.252022 +00:00,2024-06-04 23:00:00.000000 +00:00,FR,"(546,0,468,,8339,36510,115,0,,3574,,177)",,entsoe.eu
2024-06-05 01:48:22.914267 +00:00,2024-06-05 01:48:22.914267 +00:00,2024-06-05 00:00:00.000000 +00:00,FR,"(546,0,465,,7775,35784,115,0,,3265,,332)",,entsoe.eu
2024-06-05 02:44:54.881983 +00:00,2024-06-05 02:44:54.881983 +00:00,2024-06-05 01:00:00.000000 +00:00,FR,"(538,0,457,,7424,35887,115,0,,2874,,682)",,entsoe.eu
2024-06-05 03:44:49.859163 +00:00,2024-06-05 03:44:49.859163 +00:00,2024-06-05 02:00:00.000000 +00:00,FR,"(547,0,447,,7573,36315,115,0,,2364,,669)",,entsoe.eu
2024-06-05 04:45:01.383787 +00:00,2024-06-05 04:45:01.383787 +00:00,2024-06-05 03:00:00.000000 +00:00,FR,"(548,0,424,,8238,37012,115,0,,1826,,-394)",,entsoe.eu
2024-06-05 05:45:17.709157 +00:00,2024-06-05 05:45:17.709157 +00:00,2024-06-05 04:00:00.000000 +00:00,FR,"(544,0,428,,8680,38262,115,459,,1511,,-1361)",,entsoe.eu
2024-06-05 06:48:40.826153 +00:00,2024-06-05 06:48:40.826153 +00:00,2024-06-05 05:00:00.000000 +00:00,FR,"(546,0,512,,8733,38893,115,1476,,1295,,-1782)",,entsoe.eu
2024-06-05 07:45:00.959299 +00:00,2024-06-05 07:45:00.959299 +00:00,2024-06-05 06:00:00.000000 +00:00,FR,"(541,0,646,,8660,39570,116,3904,,1061,,-1468)",,entsoe.eu
2024-06-05 08:45:10.875181 +00:00,2024-06-05 08:45:10.875181 +00:00,2024-06-05 07:00:00.000000 +00:00,FR,"(533,0,666,,7982,39760,116,6815,,901,,-562)",,entsoe.eu
2024-06-05 09:45:12.402109 +00:00,2024-06-05 09:45:12.402109 +00:00,2024-06-05 08:00:00.000000 +00:00,FR,"(529,0,505,,7771,39040,116,9308,,953,,298)",,entsoe.eu
2024-06-05 10:45:02.345228 +00:00,2024-06-05 10:45:02.345228 +00:00,2024-06-05 09:00:00.000000 +00:00,FR,"(534,0,470,,7535,38636,116,11118,,1136,,860)",,entsoe.eu
2024-06-05 11:45:07.791126 +00:00,2024-06-05 11:45:07.791126 +00:00,2024-06-05 10:00:00.000000 +00:00,FR,"(540,0,466,,7383,37903,116,12360,,1428,,1182)",,entsoe.eu
2024-06-05 12:44:59.111792 +00:00,2024-06-05 12:44:59.111792 +00:00,2024-06-05 11:00:00.000000 +00:00,FR,"(542,0,461,,6886,36512,116,12447,,1756,,1339)",,entsoe.eu
2024-06-05 13:45:12.769302 +00:00,2024-06-05 13:45:12.769302 +00:00,2024-06-05 12:00:00.000000 +00:00,FR,"(544,0,470,,6607,36355,115,9502,,1783,,1354)",,entsoe.eu
2024-06-05 14:45:06.453595 +00:00,2024-06-05 14:45:06.453595 +00:00,2024-06-05 13:00:00.000000 +00:00,FR,"(548,0,477,,6414,35782,114,10907,,2457,,1290)",,entsoe.eu
2024-06-05 15:45:11.164857 +00:00,2024-06-05 15:45:11.164857 +00:00,2024-06-05 14:00:00.000000 +00:00,FR,"(549,0,479,,6711,36132,114,8436,,2299,,1167)",,entsoe.eu
2024-06-05 16:44:58.732396 +00:00,2024-06-05 16:44:58.732396 +00:00,2024-06-05 15:00:00.000000 +00:00,FR,"(544,0,473,,7430,36049,114,8374,,3034,,1540)",,entsoe.eu
2024-06-05 17:45:00.652170 +00:00,2024-06-05 17:45:00.652170 +00:00,2024-06-05 16:00:00.000000 +00:00,FR,"(548,0,474,,7965,37464,114,6267,,2931,,663)",,entsoe.eu
2024-06-05 18:44:59.122021 +00:00,2024-06-05 18:44:59.122021 +00:00,2024-06-05 17:00:00.000000 +00:00,FR,"(548,0,480,,9230,38827,114,3378,,2732,,-1649)",,entsoe.eu
2024-06-05 19:44:55.696764 +00:00,2024-06-05 19:44:55.696764 +00:00,2024-06-05 18:00:00.000000 +00:00,FR,"(547,0,480,,9329,39131,114,1217,,2503,,-2731)",,entsoe.eu
2024-06-05 20:45:05.153710 +00:00,2024-06-05 20:45:05.153710 +00:00,2024-06-05 19:00:00.000000 +00:00,FR,"(548,0,473,,9383,39578,115,405,,2224,,-2660)",,entsoe.eu
2024-06-05 21:44:56.023919 +00:00,2024-06-05 21:44:56.023919 +00:00,2024-06-05 20:00:00.000000 +00:00,FR,"(542,0,472,,9336,39663,116,254,,2047,,-2562)",,entsoe.eu
2024-06-05 22:44:57.126951 +00:00,2024-06-05 22:44:57.126951 +00:00,2024-06-05 21:00:00.000000 +00:00,FR,"(551,0,477,,9564,39929,116,0,,1958,,-2625)",,entsoe.eu
2024-06-05 23:45:04.434662 +00:00,2024-06-05 23:45:04.434662 +00:00,2024-06-05 22:00:00.000000 +00:00,FR,"(554,0,474,,9331,40032,116,0,,1811,,-1870)",,entsoe.eu
2024-06-06 00:44:50.846386 +00:00,2024-06-06 00:44:50.846386 +00:00,2024-06-05 23:00:00.000000 +00:00,FR,"(559,0,477,,8727,39822,115,0,,1607,,-681)",,entsoe.eu
2024-06-06 01:45:03.503293 +00:00,2024-06-06 01:45:03.503293 +00:00,2024-06-06 00:00:00.000000 +00:00,FR,"(558,0,470,,8427,39624,115,0,,1443,,263)",,entsoe.eu
2024-06-06 02:44:59.003723 +00:00,2024-06-06 02:44:59.003723 +00:00,2024-06-06 01:00:00.000000 +00:00,FR,"(557,0,468,,8237,39614,115,0,,1387,,1041)",,entsoe.eu
2024-06-06 03:44:52.245596 +00:00,2024-06-06 03:44:52.245596 +00:00,2024-06-06 02:00:00.000000 +00:00,FR,"(552,0,466,,7914,39422,115,0,,1367,,1676)",,entsoe.eu
2024-06-06 04:45:00.448408 +00:00,2024-06-06 04:45:00.448408 +00:00,2024-06-06 03:00:00.000000 +00:00,FR,"(554,0,467,,7942,39615,115,0,,1380,,1513)",,entsoe.eu
2024-06-06 05:45:00.760208 +00:00,2024-06-06 05:45:00.760208 +00:00,2024-06-06 04:00:00.000000 +00:00,FR,"(552,0,470,,8398,39730,115,489,,1478,,339)",,entsoe.eu
2024-06-06 06:45:02.935549 +00:00,2024-06-06 06:45:02.935549 +00:00,2024-06-06 05:00:00.000000 +00:00,FR,"(549,0,478,,8921,40108,115,1476,,1630,,-1341)",,entsoe.eu
2024-06-06 07:45:00.916525 +00:00,2024-06-06 07:45:00.916525 +00:00,2024-06-06 06:00:00.000000 +00:00,FR,"(546,0,487,,8504,40080,116,3514,,1434,,-1517)",,entsoe.eu
2024-06-06 09:05:04.948982 +00:00,2024-06-06 09:05:04.948982 +00:00,2024-06-06 07:00:00.000000 +00:00,FR,"(551,0,493,,8257,40009,117,6219,,1290,,-1450)",,entsoe.eu
2024-06-06 10:04:57.661926 +00:00,2024-06-06 10:04:57.661926 +00:00,2024-06-06 08:00:00.000000 +00:00,FR,"(551,0,496,,7599,39407,117,8844,,1215,,-48)",,entsoe.eu
2024-06-06 10:45:20.399005 +00:00,2024-06-06 10:45:20.399005 +00:00,2024-06-06 09:00:00.000000 +00:00,FR,"(550,0,498,,7327,38969,116,11173,,1124,,595)",,entsoe.eu
2024-06-06 11:45:04.369565 +00:00,2024-06-06 11:45:04.369565 +00:00,2024-06-06 10:00:00.000000 +00:00,FR,"(546,0,499,,7264,38840,116,12327,,1192,,1002)",,entsoe.eu
2024-06-06 12:45:18.104596 +00:00,2024-06-06 12:45:18.104596 +00:00,2024-06-06 11:00:00.000000 +00:00,FR,"(546,0,498,,7046,38807,116,12390,,1365,,1258)",,entsoe.eu
2024-06-06 13:44:59.179131 +00:00,2024-06-06 13:44:59.179131 +00:00,2024-06-06 12:00:00.000000 +00:00,FR,"(546,0,499,,6879,38404,116,12000,,1504,,1310)",,entsoe.eu
2024-06-06 14:45:00.924745 +00:00,2024-06-06 14:45:00.924745 +00:00,2024-06-06 13:00:00.000000 +00:00,FR,"(545,0,498,,6631,38329,117,11421,,1700,,1301)",,entsoe.eu
