created_at,updated_at,datetime,zone_key,production,capacity,source
2024-06-01 05:05:06.745786 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 04:00:00.000000 +00:00,DE,"(4997,5449,3124,22,2130,,374,897,177,11213,,309)",,entsoe.eu
2024-06-01 05:25:01.865823 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 04:15:00.000000 +00:00,DE,"(5008,5463,3125,22,2130,,375,1304,177,11092,,79)",,entsoe.eu
2024-06-01 05:25:01.865823 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 04:30:00.000000 +00:00,DE,"(5025,5435,3124,22,2094,,374,1813,177,10810,,-123)",,entsoe.eu
2024-06-01 05:44:54.980814 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 04:45:00.000000 +00:00,DE,"(5041,5395,3156,22,2017,,374,2454,177,10548,,-291)",,entsoe.eu
2024-06-01 06:08:52.687843 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 05:00:00.000000 +00:00,DE,"(5074,4970,3095,22,1992,,375,3161,177,10241,,-408)",,entsoe.eu
2024-06-01 06:25:23.491779 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 05:15:00.000000 +00:00,DE,"(5086,5181,3102,22,2076,,374,3834,177,9832,,-624)",,entsoe.eu
2024-06-01 06:25:23.491779 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 05:30:00.000000 +00:00,DE,"(5090,5156,3153,22,2118,,374,4613,177,9493,,-752)",,entsoe.eu
2024-06-01 06:45:02.300028 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 05:45:00.000000 +00:00,DE,"(5102,5117,3136,22,2078,,374,5483,177,9305,,-1027)",,entsoe.eu
2024-06-01 07:06:17.184184 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 06:00:00.000000 +00:00,DE,"(5108,4820,3030,22,2147,,374,6389,177,9174,,-1720)",,entsoe.eu
2024-06-01 07:25:01.927938 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 06:15:00.000000 +00:00,DE,"(5108,4786,2992,22,2177,,374,7271,177,9162,,-1907)",,entsoe.eu
2024-06-01 07:25:01.927938 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 06:30:00.000000 +00:00,DE,"(5117,4686,2924,22,1988,,375,8272,177,9139,,-1088)",,entsoe.eu
2024-06-01 07:45:28.327679 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 06:45:00.000000 +00:00,DE,"(5131,4451,2929,22,1977,,375,9299,177,9142,,-888)",,entsoe.eu
2024-06-01 08:05:02.164159 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 07:00:00.000000 +00:00,DE,"(5128,4197,2826,22,2046,,374,10370,177,9115,,-1373)",,entsoe.eu
2024-06-01 08:25:17.050864 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 07:15:00.000000 +00:00,DE,"(5122,4032,2682,22,1969,,372,11502,177,9195,,-848)",,entsoe.eu
2024-06-01 08:25:17.050864 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 07:30:00.000000 +00:00,DE,"(5106,3987,2507,22,1949,,377,12714,177,9286,,-143)",,entsoe.eu
2024-06-01 08:44:58.075196 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 07:45:00.000000 +00:00,DE,"(5111,3981,2402,22,1923,,379,13952,177,9398,,635)",,entsoe.eu
2024-06-01 09:05:10.928792 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 08:00:00.000000 +00:00,DE,"(5079,3960,2365,22,2138,,329,15307,177,9524,,-387)",,entsoe.eu
2024-06-01 09:25:04.558525 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 08:15:00.000000 +00:00,DE,"(5069,3948,2346,22,2005,,327,16584,177,9599,,1703)",,entsoe.eu
2024-06-01 09:25:04.558525 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 08:30:00.000000 +00:00,DE,"(5060,3962,2328,22,1957,,327,17683,177,9657,,2992)",,entsoe.eu
2024-06-01 09:44:59.960898 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 08:45:00.000000 +00:00,DE,"(5085,3954,2312,22,1936,,327,18764,177,9772,,3605)",,entsoe.eu
2024-06-01 10:05:01.156978 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 09:00:00.000000 +00:00,DE,"(5081,3920,2254,22,1992,,327,19786,177,10044,,3890)",,entsoe.eu
2024-06-01 10:25:10.793071 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 09:15:00.000000 +00:00,DE,"(5079,3913,2267,22,1940,,327,20703,177,10317,,4870)",,entsoe.eu
2024-06-01 10:25:10.793071 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 09:30:00.000000 +00:00,DE,"(5072,3920,2264,22,1944,,327,21462,177,10539,,5319)",,entsoe.eu
2024-06-01 10:45:02.296001 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 09:45:00.000000 +00:00,DE,"(5070,3921,2242,22,1930,,327,21956,177,10554,,5983)",,entsoe.eu
2024-06-01 11:05:34.216934 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 10:00:00.000000 +00:00,DE,"(5071,3906,2148,22,1911,,327,22389,177,10682,,5853)",,entsoe.eu
2024-06-01 11:25:04.692447 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 10:15:00.000000 +00:00,DE,"(5055,3908,2148,22,1920,,327,22668,177,10723,,5958)",,entsoe.eu
2024-06-01 11:44:56.531433 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 10:30:00.000000 +00:00,DE,"(5053,3914,2147,22,1887,,327,22882,177,10912,,6243)",,entsoe.eu
2024-06-01 14:25:07.940895 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 10:45:00.000000 +00:00,DE,"(5022,3918,2162,22,1887,,327,23082,177,11059,,6445)",,entsoe.eu
2024-06-01 12:05:06.233214 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 11:00:00.000000 +00:00,DE,"(5030,3922,2150,22,1904,,327,23322,177,11460,,5514)",,entsoe.eu
2024-06-01 12:25:02.385039 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 11:15:00.000000 +00:00,DE,"(5013,3923,2221,22,1912,,327,23525,177,11410,,6079)",,entsoe.eu
2024-06-01 12:25:02.385039 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 11:30:00.000000 +00:00,DE,"(5004,3969,2277,22,1925,,327,23707,177,11386,,6418)",,entsoe.eu
2024-06-01 12:45:05.944956 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 11:45:00.000000 +00:00,DE,"(4987,4131,2255,22,1937,,327,23654,177,11186,,6413)",,entsoe.eu
2024-06-01 13:05:02.201219 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 12:00:00.000000 +00:00,DE,"(4965,4195,2243,22,1926,,327,23344,177,11475,,6522)",,entsoe.eu
2024-06-01 13:24:54.065505 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 12:15:00.000000 +00:00,DE,"(4969,4190,2256,22,1901,,327,23274,177,11816,,6640)",,entsoe.eu
2024-06-01 13:24:54.065505 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 12:30:00.000000 +00:00,DE,"(4958,4184,2268,22,1911,,327,22993,177,12239,,6636)",,entsoe.eu
2024-06-01 13:45:04.238025 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 12:45:00.000000 +00:00,DE,"(4925,4190,2320,22,1906,,327,22789,177,12525,,6631)",,entsoe.eu
2024-06-01 14:04:53.554123 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 13:00:00.000000 +00:00,DE,"(4928,4186,2388,22,1885,,327,21984,177,13324,,6549)",,entsoe.eu
2024-06-01 14:25:07.940895 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 13:15:00.000000 +00:00,DE,"(4925,4193,2400,22,1890,,327,21300,177,14168,,6454)",,entsoe.eu
2024-06-01 14:25:07.940895 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 13:30:00.000000 +00:00,DE,"(4916,4206,2410,22,1860,,327,20635,177,15147,,6480)",,entsoe.eu
2024-06-01 14:45:10.1306 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 13:45:00.000000 +00:00,DE,"(4888,4245,2407,22,1848,,327,19721,177,15460,,6475)",,entsoe.eu
2024-06-01 15:04:59.347106 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 14:00:00.000000 +00:00,DE,"(4881,4319,2525,22,1851,,327,18692,177,15753,,6353)",,entsoe.eu
2024-06-01 15:25:13.644232 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 14:15:00.000000 +00:00,DE,"(4877,4315,2540,22,1856,,327,17506,177,16674,,6238)",,entsoe.eu
2024-06-01 15:45:06.752915 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 14:30:00.000000 +00:00,DE,"(4875,4330,2538,22,1850,,327,16441,177,17156,,5811)",,entsoe.eu
2024-06-01 15:45:06.752915 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 14:45:00.000000 +00:00,DE,"(4867,4445,2547,22,1982,,327,15385,177,17939,,5183)",,entsoe.eu
2024-06-01 16:05:04.090612 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 15:00:00.000000 +00:00,DE,"(4883,4569,2626,22,1910,,327,14344,177,18285,,5368)",,entsoe.eu
2024-06-01 16:24:52.215461 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 15:15:00.000000 +00:00,DE,"(4885,4599,2618,22,1853,,327,13161,177,18420,,3558)",,entsoe.eu
2024-06-01 16:24:52.215461 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 15:30:00.000000 +00:00,DE,"(4894,4636,2687,22,1867,,327,11643,177,18884,,1903)",,entsoe.eu
2024-06-01 16:44:52.908428 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 15:45:00.000000 +00:00,DE,"(4917,4835,2639,22,1905,,327,10295,177,19519,,417)",,entsoe.eu
2024-06-01 17:05:12.508082 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 16:00:00.000000 +00:00,DE,"(4931,4940,2905,22,1842,,327,9086,177,19334,,478)",,entsoe.eu
2024-06-01 17:24:53.899162 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 16:15:00.000000 +00:00,DE,"(4950,5074,2910,22,1919,,327,7914,177,19167,,-412)",,entsoe.eu
2024-06-01 17:24:53.899162 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 16:30:00.000000 +00:00,DE,"(4970,5211,2904,22,1930,,327,6767,177,18801,,-1890)",,entsoe.eu
2024-06-01 17:45:12.337 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 16:45:00.000000 +00:00,DE,"(5000,5553,3054,22,2026,,327,5670,177,18512,,-3075)",,entsoe.eu
2024-06-01 18:05:05.486832 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 17:00:00.000000 +00:00,DE,"(5023,5682,3192,22,1873,,327,4673,177,18418,,-3013)",,entsoe.eu
2024-06-01 18:25:07.821738 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 17:15:00.000000 +00:00,DE,"(5042,5679,3213,22,1922,,327,3726,177,18225,,-4674)",,entsoe.eu
2024-06-01 18:45:09.612337 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 17:30:00.000000 +00:00,DE,"(5046,5598,3312,22,2007,,327,2971,177,18101,,-6308)",,entsoe.eu
2024-06-01 18:45:09.612337 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 17:45:00.000000 +00:00,DE,"(5066,5756,3277,22,1999,,327,2519,177,17797,,-7234)",,entsoe.eu
2024-06-01 19:08:29.238547 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 18:00:00.000000 +00:00,DE,"(5064,5867,3251,22,2071,,327,1930,177,17550,,-6988)",,entsoe.eu
2024-06-01 19:24:52.179926 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 18:15:00.000000 +00:00,DE,"(5071,5905,3269,22,1990,,327,1367,177,17487,,-6986)",,entsoe.eu
2024-06-01 19:24:52.179926 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 18:30:00.000000 +00:00,DE,"(5086,5890,3272,22,2051,,327,895,177,17223,,-6969)",,entsoe.eu
2024-06-01 19:44:53.592081 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 18:45:00.000000 +00:00,DE,"(5123,6094,3286,22,1959,,327,524,177,16952,,-7076)",,entsoe.eu
2024-06-01 20:05:03.039111 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 19:00:00.000000 +00:00,DE,"(5118,6220,3357,22,1925,,327,251,177,17227,,-7147)",,entsoe.eu
2024-06-01 20:24:58.234534 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 19:15:00.000000 +00:00,DE,"(5128,6256,3378,22,1883,,327,86,177,17593,,-6730)",,entsoe.eu
2024-06-01 20:24:58.234534 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 19:30:00.000000 +00:00,DE,"(5125,6509,3382,22,1882,,327,21,177,17459,,-6478)",,entsoe.eu
2024-06-01 20:44:57.539385 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 19:45:00.000000 +00:00,DE,"(5131,6459,3379,22,1841,,327,1,177,17345,,-6188)",,entsoe.eu
2024-06-01 21:05:09.671211 +00:00,2024-06-03 03:25:07.598032 +00:00,2024-06-01 20:00:00.000000 +00:00,DE,"(5132,6261,3359,22,1894,,327,0,177,17247,,-6989)",,entsoe.eu
2024-06-01 21:24:55.240226 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 20:15:00.000000 +00:00,DE,"(5124,6189,3285,22,1862,,327,0,177,17483,,-6459)",,entsoe.eu
2024-06-01 21:24:55.240226 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 20:30:00.000000 +00:00,DE,"(5132,6161,3272,22,1841,,327,0,177,17612,,-5755)",,entsoe.eu
2024-06-01 21:44:55.513685 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 20:45:00.000000 +00:00,DE,"(5125,6152,3203,22,1828,,327,0,177,17732,,-4480)",,entsoe.eu
2024-06-01 22:05:04.142085 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 21:00:00.000000 +00:00,DE,"(5114,6108,3035,22,1909,,404,0,177,17192,,-5458)",,entsoe.eu
2024-06-01 22:24:57.984572 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 21:15:00.000000 +00:00,DE,"(5108,6009,3031,22,1851,,373,0,177,17343,,-4604)",,entsoe.eu
2024-06-01 22:24:57.984572 +00:00,2024-06-01 22:24:57.984572 +00:00,2024-06-01 21:30:00.000000 +00:00,DE,"(5095,5941,3064,22,1860,,416,0,177,17277,,-3080)",,entsoe.eu
2024-06-01 22:45:03.923771 +00:00,2024-06-01 22:45:03.923771 +00:00,2024-06-01 21:45:00.000000 +00:00,DE,"(5067,5882,3070,22,1860,,424,0,177,16989,,-1628)",,entsoe.eu
2024-06-01 23:05:21.55262 +00:00,2024-06-03 23:44:59.002823 +00:00,2024-06-01 22:00:00.000000 +00:00,DE,"(5049,5541,3118,22,1852,,418,0,178,16935,,-1837)",,entsoe.eu
2024-06-01 23:24:59.635935 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 22:15:00.000000 +00:00,DE,"(5035,5582,2810,22,1847,,423,0,178,17094,,-1275)",,entsoe.eu
2024-06-01 23:24:59.635935 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 22:30:00.000000 +00:00,DE,"(5034,5570,2751,22,1848,,373,0,178,17313,,-477)",,entsoe.eu
2024-06-01 23:45:03.019266 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 22:45:00.000000 +00:00,DE,"(4999,5463,2715,22,1871,,374,0,178,17312,,155)",,entsoe.eu
2024-06-02 00:05:05.955799 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 23:00:00.000000 +00:00,DE,"(4989,5143,2669,22,1884,,375,0,178,17412,,40)",,entsoe.eu
2024-06-02 00:24:57.821143 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 23:15:00.000000 +00:00,DE,"(4977,4967,2670,22,1868,,375,0,178,17346,,529)",,entsoe.eu
2024-06-02 00:24:57.821143 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 23:30:00.000000 +00:00,DE,"(4982,4929,2676,22,1884,,374,0,178,17162,,443)",,entsoe.eu
2024-06-02 00:45:06.781518 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-01 23:45:00.000000 +00:00,DE,"(4950,4887,2672,22,1882,,374,0,178,17151,,552)",,entsoe.eu
2024-06-02 01:05:19.029112 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 00:00:00.000000 +00:00,DE,"(4933,4725,2497,22,1888,,374,0,178,17249,,359)",,entsoe.eu
2024-06-02 01:24:59.439328 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 00:15:00.000000 +00:00,DE,"(4923,4564,2493,22,1889,,374,0,178,17324,,593)",,entsoe.eu
2024-06-02 01:24:59.439328 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 00:30:00.000000 +00:00,DE,"(4921,4454,2491,22,1915,,375,0,178,17325,,881)",,entsoe.eu
2024-06-02 01:44:46.569257 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 00:45:00.000000 +00:00,DE,"(4902,4479,2488,22,1914,,373,0,178,17346,,976)",,entsoe.eu
2024-06-02 02:05:03.172629 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 01:00:00.000000 +00:00,DE,"(4903,4483,2397,22,1905,,374,0,178,17260,,1128)",,entsoe.eu
2024-06-02 02:25:25.878927 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 01:15:00.000000 +00:00,DE,"(4896,4475,2386,22,1901,,374,0,178,17307,,1313)",,entsoe.eu
2024-06-02 02:25:25.878927 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 01:30:00.000000 +00:00,DE,"(4900,4474,2391,22,1900,,374,0,178,17340,,1358)",,entsoe.eu
2024-06-02 02:45:08.753062 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 01:45:00.000000 +00:00,DE,"(4889,4520,2426,22,1901,,374,0,178,17413,,1439)",,entsoe.eu
2024-06-02 03:05:04.911407 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 02:00:00.000000 +00:00,DE,"(4895,4437,2463,22,1913,,374,0,178,17655,,1698)",,entsoe.eu
2024-06-02 03:25:38.946062 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 02:15:00.000000 +00:00,DE,"(4903,4323,2474,22,1897,,374,0,178,18038,,2005)",,entsoe.eu
2024-06-02 03:25:38.946062 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 02:30:00.000000 +00:00,DE,"(4906,4371,2486,22,1902,,375,3,178,18110,,2248)",,entsoe.eu
2024-06-02 03:44:54.751599 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 02:45:00.000000 +00:00,DE,"(4901,4386,2517,22,1905,,372,12,178,18103,,2538)",,entsoe.eu
2024-06-02 04:05:16.398701 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 03:00:00.000000 +00:00,DE,"(4849,4327,2431,22,1907,,374,91,178,17849,,2785)",,entsoe.eu
2024-06-02 04:24:50.033408 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 03:15:00.000000 +00:00,DE,"(4859,4291,2457,22,1914,,375,239,178,17605,,3678)",,entsoe.eu
2024-06-02 07:26:20.85429 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 03:30:00.000000 +00:00,DE,"(4868,4288,2433,22,1901,,373,411,178,17608,,2940)",,entsoe.eu
2024-06-02 04:44:51.42458 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 03:45:00.000000 +00:00,DE,"(4889,4276,2405,22,1899,,374,690,178,17493,,3429)",,entsoe.eu
2024-06-02 05:05:26.072004 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 04:00:00.000000 +00:00,DE,"(4898,4118,2425,22,1904,,371,1087,178,18043,,3000)",,entsoe.eu
2024-06-02 05:25:10.749636 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 04:15:00.000000 +00:00,DE,"(4905,3913,2409,22,1889,,378,1558,178,18100,,3542)",,entsoe.eu
2024-06-02 05:25:10.749636 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 04:30:00.000000 +00:00,DE,"(4909,3907,2378,22,1887,,375,2127,178,18011,,3049)",,entsoe.eu
2024-06-02 05:45:12.56504 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 04:45:00.000000 +00:00,DE,"(4931,3939,2370,22,1877,,375,2780,178,17546,,3095)",,entsoe.eu
2024-06-02 06:06:27.716114 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 05:00:00.000000 +00:00,DE,"(4953,3975,2293,22,1878,,374,3462,178,17200,,1278)",,entsoe.eu
2024-06-02 06:25:01.782213 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 05:15:00.000000 +00:00,DE,"(4972,3955,2297,22,1867,,374,4135,178,17422,,2033)",,entsoe.eu
2024-06-02 06:25:01.782213 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 05:30:00.000000 +00:00,DE,"(5020,3972,2293,22,1873,,373,4890,178,17596,,2146)",,entsoe.eu
2024-06-02 06:45:13.016107 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 05:45:00.000000 +00:00,DE,"(5041,4025,2262,22,1872,,374,5743,178,17135,,2225)",,entsoe.eu
2024-06-02 07:05:14.364327 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 06:00:00.000000 +00:00,DE,"(5062,3787,2118,22,1900,,373,6587,178,17714,,1609)",,entsoe.eu
2024-06-02 07:26:20.85429 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 06:15:00.000000 +00:00,DE,"(5069,3790,2014,22,1906,,373,7489,178,18087,,1308)",,entsoe.eu
2024-06-02 07:26:20.85429 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 06:30:00.000000 +00:00,DE,"(5080,3792,1989,22,1895,,374,8361,178,17879,,2062)",,entsoe.eu
2024-06-02 07:45:06.80885 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 06:45:00.000000 +00:00,DE,"(5101,3800,1987,22,1899,,373,9270,178,17731,,2956)",,entsoe.eu
2024-06-02 08:05:01.539267 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 07:00:00.000000 +00:00,DE,"(5087,3807,1995,22,1898,,374,10162,178,17726,,-3)",,entsoe.eu
2024-06-02 08:25:09.404982 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 07:15:00.000000 +00:00,DE,"(5083,3811,1995,22,1906,,373,11024,178,17647,,1049)",,entsoe.eu
2024-06-02 08:25:09.404982 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 07:30:00.000000 +00:00,DE,"(5091,3806,2006,22,1918,,373,11892,178,17477,,1339)",,entsoe.eu
2024-06-02 08:45:06.926453 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 07:45:00.000000 +00:00,DE,"(5094,3802,2003,22,1928,,373,12759,178,17326,,2342)",,entsoe.eu
2024-06-02 09:06:32.231561 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 08:00:00.000000 +00:00,DE,"(5072,3885,1960,22,1938,,373,13565,182,17496,,898)",,entsoe.eu
2024-06-02 09:25:11.028647 +00:00,2024-06-02 22:45:12.406234 +00:00,2024-06-02 08:15:00.000000 +00:00,DE,"(5070,3904,1971,22,1925,,373,14402,182,17558,,1571)",,entsoe.eu
